"Index","en-US","cs-CZ","da-DK","de-DE","en-GB","es-ES","es-MX","et-EE","fi-FI","fr-CA","fr-FR","hr-HR","hu-HU","it-IT","lt-LT","lv-LV","nb-NO","nl-NL","pl-PL","pt-BR","pt-PT","ro-RO","sk-SK","sl-SI","sr-Latn-RS","sv-SE","tr-TR"
"4816","IPv4 outbound NBLs/sec not processed via fast path","Odchozí seznamy NBL IPv4 za sekundu – nezpracováno prostřednictvím rychlé cesty","Udgående IPv4 NBL'er/sek., der ikke er behandlet via hurtig sti","Ausgehende IPv4-NBLs/s ohne Verarbeitung über den schnellen Pfad","IPv4 outbound NBLs/sec not processed via fast path","","","IPv4 outbound NBLs/sec not processed via fast path","IPv4: Niiden NBL-kohteiden määrä sekunnissa, joita ei käsitellä nopean polun kautta","NBL sortants IPv4/s non traités via le chemin d’accès rapide","NBL sortants IPv4/s non traités via le chemin d’accès rapide","IPv4 outbound NBLs/sec not processed via fast path","Azon IPv4-alapú kimenő NBL-ek száma másodpercenként, amelyek nem a gyors útvonalon lettek feldolgozva","NBL al secondo in uscita IPv4 non elaborati tramite percorso rapido","IPv4 outbound NBLs/sec not processed via fast path","IPv4 outbound NBLs/sec not processed via fast path","IPv4 utgående NBLer/sek. ikke behandlet via rask bane","IPv4-uitgaande NBL's per seconde niet verwerkt via een snel pad","Wychodzące obiekty NBL IPv4 na sekundę nieprzetworzone na szybkiej ścieżce","NBLs IPv4 de saída/s não processados por caminho rápido","NBLs de saída IPv4/seg. não processados através do caminho rápido","IPv4 outbound NBLs/sec not processed via fast path","IPv4 outbound NBLs/sec not processed via fast path","IPv4 outbound NBLs/sec not processed via fast path","IPv4 outbound NBLs/sec not processed via fast path","Utgående IPv4-NBL:er/sek som inte har bearbetats via snabb väg","Hızlı yol üzerinden işlenmeyen IPv4 giden NBL'leri/sn"
"4818","IPv6 outbound NBLs not processed via fast path","Odchozí seznamy NBL IPv6 – nezpracováno prostřednictvím rychlé cesty","Udgående IPv6 NBL'er, der ikke er behandlet via hurtig sti","Ausgehende IPv6-NBLs ohne Verarbeitung über den schnellen Pfad","IPv6 outbound NBLs not processed via fast path","","","IPv6 outbound NBLs not processed via fast path","IPv6: Niiden NBL-kohteiden määrä, joita ei käsitellä nopean polun kautta","NBL sortants IPv6 non traités via le chemin d’accès rapide","NBL sortants IPv6 non traités via le chemin d’accès rapide","IPv6 outbound NBLs not processed via fast path","Azon IPv6-alapú kimenő NBL-ek, amelyek nem a gyors útvonalon lettek feldolgozva","NBL in uscita IPv6 non elaborati tramite percorso rapido","IPv6 outbound NBLs not processed via fast path","IPv6 outbound NBLs not processed via fast path","IPv6 utgående NBLer ikke behandlet via rask bane","IPv6-uitgaande NBL's niet verwerkt via een snel pad","Wychodzące obiekty NBL IPv6 nieprzetworzone na szybkiej ścieżce","NBLs IPv6 de saída não processados por caminho rápido","NBLs de saída IPv6 não processados através do caminho rápido","IPv6 outbound NBLs not processed via fast path","IPv6 outbound NBLs not processed via fast path","IPv6 outbound NBLs not processed via fast path","IPv6 outbound NBLs not processed via fast path","Utgående IPv6-NBL:er som inte har bearbetats via snabb väg","Hızlı yol üzerinden işlenmeyen IPv6 giden NBL'leri/sn"
"482","Window Send Average","Střední odesílací okno","Gennemsnitligt sendevindue","Durchschnittliches Sendefenster","Window Send Average","Ventana de envío media","Ventana de envío media","Window Send Average","Keskim. lähetysikkuna","Fenêtre d’envoi moyenne","Fenêtre d’envoi moyenne","Window Send Average","Átlagos küldési ablakméret (bájt)","Finestra media di invio","Window Send Average","Window Send Average","Gjennomsnittlig sendevindu","Gemiddeld aantal verzonden bytes","Średnie okno wysyłania","Janela de transmissão média","Janela de transmissão média","Window Send Average","Window Send Average","Window Send Average","Window Send Average","Genomsnittligt fönster för utskick","Ortalama Bildirimsiz Gönderme"
"4820","IPv6 outbound NBLs/sec not processed via fast path","Odchozí seznamy NBL IPv6 za sekundu – nezpracováno prostřednictvím rychlé cesty","Udgående IPv6 NBL'er/sek., der ikke er behandlet via hurtig sti","Ausgehende IPv6-NBLs/s ohne Verarbeitung über den schnellen Pfad","IPv6 outbound NBLs/sec not processed via fast path","","","IPv6 outbound NBLs/sec not processed via fast path","IPv6: Niiden NBL-kohteiden määrä sekunnissa, joita ei käsitellä nopean polun kautta","NBL sortants IPv6/s non traités via le chemin d’accès rapide","NBL sortants IPv6/s non traités via le chemin d’accès rapide","IPv6 outbound NBLs/sec not processed via fast path","Azon IPv6-alapú kimenő NBL-ek száma másodpercenként, amelyek nem a gyors útvonalon lettek feldolgozva","NBL al secondo in uscita IPv6 non elaborati tramite percorso rapido","IPv6 outbound NBLs/sec not processed via fast path","IPv6 outbound NBLs/sec not processed via fast path","IPv6 utgående NBLer/sek. ikke behandlet via rask bane","IPv6-uitgaande NBL's per seconde niet verwerkt via een snel pad","Wychodzące obiekty NBL IPv6 na sekundę nieprzetworzone na szybkiej ścieżce","NBLs IPv6 de saída/s não processados por caminho rápido","NBLs de saída IPv6/seg. não processados através do caminho rápido","IPv6 outbound NBLs/sec not processed via fast path","IPv6 outbound NBLs/sec not processed via fast path","IPv6 outbound NBLs/sec not processed via fast path","IPv6 outbound NBLs/sec not processed via fast path","Utgående IPv6-NBL:er/sek som inte har bearbetats via snabb väg","Hızlı yol üzerinden işlenmeyen IPv6 giden NBL'leri/sn"
"4822","TCP inbound segments not processed via fast path","Příchozí segmenty TCP – nezpracováno prostřednictvím rychlé cesty","Indgående TCP-segmenter, der ikke er behandlet via hurtig sti","Eingehende TCP-Segmente ohne Verarbeitung über den schnellen Pfad","TCP inbound segments not processed via fast path","","","TCP inbound segments not processed via fast path","TCP: niiden saapuvien segmenttien määrä, joita ei käsitellä nopean polun kautta","Segments entrants TCP non traités via le chemin d’accès rapide","Segments entrants TCP non traités via le chemin d’accès rapide","TCP inbound segments not processed via fast path","Azon bejövő TCP-szegmensek, amelyek nem a gyors útvonalon lettek feldolgozva","Segmenti in ingresso TCP non elaborati tramite percorso rapido","TCP inbound segments not processed via fast path","TCP inbound segments not processed via fast path","Innkommende TCP-segmenter ikke behandlet via rask bane","TCP-segmenten niet verwerkt via een snel pad","Przychodzące segmenty TCP nieprzetworzone na szybkiej ścieżce","Segmentos TCP de entrada não processados por caminho rápido","Segmentos de entrada TCP não processados através de caminho rápido","TCP inbound segments not processed via fast path","TCP inbound segments not processed via fast path","TCP inbound segments not processed via fast path","TCP inbound segments not processed via fast path","Utgående TCP-segment som inte har bearbetats via snabb väg","Hızlı yol üzerinden işlenmeyen TCP gelen kesimleri"
"4824","TCP inbound segments/sec not processed via fast path","Příchozí segmenty TCP za sekundu – nezpracováno prostřednictvím rychlé cesty","Indgående TCP-segmenter/sek., der ikke er behandlet via hurtig sti","Eingehende TCP-Segmente/s ohne Verarbeitung über den schnellen Pfad","TCP inbound segments/sec not processed via fast path","","","TCP inbound segments/sec not processed via fast path","TCP: niiden saapuvien segmenttien määrä sekunnissa, joita ei käsitellä nopean polun kautta","Segments entrants TCP/s non traités via le chemin d’accès rapide","Segments entrants TCP/s non traités via le chemin d’accès rapide","TCP inbound segments/sec not processed via fast path","Azon bejövő TCP-szegmensek száma másodpercenként, amelyek nem a gyors útvonalon lettek feldolgozva","Segmenti al secondo in ingresso TCP non elaborati tramite percorso rapido","TCP inbound segments/sec not processed via fast path","TCP inbound segments/sec not processed via fast path","Innkommende TCP-segmenter/sek. ikke behandlet via rask bane","Inkomende TCP-segmenten per seconde die niet zijn verwerkt via een snel pad","Przychodzące segmenty TCP na sekundę nieprzetworzone na szybkiej ścieżce","Segmentos TCP de entrada/s não processados por caminho rápido","Segmentos de entrada TCP/seg. não processados através do caminho rápido","TCP inbound segments/sec not processed via fast path","TCP inbound segments/sec not processed via fast path","TCP inbound segments/sec not processed via fast path","TCP inbound segments/sec not processed via fast path","Inkommande TCP-segment/sek som inte har bearbetats via snabb väg","Hızlı yol üzerinden işlenmeyen TCP gelen kesimleri/sn"
"4826","TCP connect requests fallen off loopback fast path","Žádosti o připojení TCP – mimo rychlou cestu zpětné smyčky","TCP-forbindelsesanmodninger har mistet hurtig sti for tilbagekobling","Vom schnellen Loopback-Pfad verdrängte TCP-Verbindungsanforderungen","TCP connect requests fallen off loopback fast path","","","TCP connect requests fallen off loopback fast path","Silmukan nopeasta polusta pudonneiden TCP-pyyntöjen määrä","Demandes de connexion TCP hors du chemin d’accès rapide de bouclage","Demandes de connexion TCP hors du chemin d’accès rapide de bouclage","TCP connect requests fallen off loopback fast path","A gyors visszacsatolási útvonalról leesett TCP-csatlakozási kérelmek","Richieste di connessione TCP non trasmesse al percorso rapido di loopback","TCP connect requests fallen off loopback fast path","TCP connect requests fallen off loopback fast path","TCP-tilkoblingsforespørsler som har falt av rask tilbakekoblingsbane","TCP-verbindingsaanvragen die van het snelle loopback-pad zijn gevallen","Żądania połączeń TCP usunięte z szybkiej ścieżki sprzężenia zwrotnego","Solicitações de conexão TCP retiradas do caminho rápido de loopback","Pedidos de ligação TCP perdidos no caminho rápido de loopback","TCP connect requests fallen off loopback fast path","TCP connect requests fallen off loopback fast path","TCP connect requests fallen off loopback fast path","TCP connect requests fallen off loopback fast path","TCP-anslutningsförfrågningar som fallit från den snabba loopback-vägen","Döngü hızlı yolundan düşen TCP bağlantı istekleri"
"4828","TCP connect requests/sec fallen off loopback fast path","Žádosti o připojení TCP za sekundu – mimo rychlou cestu zpětné smyčky","TCP-forbindelsesanmodninger/sek. har mistet hurtig sti for tilbagekobling","Vom schnellen Loopback-Pfad verdrängte TCP-Verbindungsanforderungen/s","TCP connect requests/sec fallen off loopback fast path","","","TCP connect requests/sec fallen off loopback fast path","Silmukan nopeasta polusta pudonneiden TCP-pyyntöjen määrä sekunnissa","Demandes de connexion TCP/s hors du chemin d’accès rapide de bouclage","Demandes de connexion TCP/s hors du chemin d’accès rapide de bouclage","TCP connect requests/sec fallen off loopback fast path","A gyors visszacsatolási útvonalról leesett TCP-csatlakozási kérelmek száma másodpercenként","Richieste di connessione al secondo TCP non trasmesse al percorso rapido di loopback","TCP connect requests/sec fallen off loopback fast path","TCP connect requests/sec fallen off loopback fast path","TCP-tilkoblingsforespørsler/sek. som har falt av rask tilbakekoblingsbane","TCP-verbindingsaanvragen per seconde die van het snelle loopback-pad zijn gevallen","Żądania połączeń TCP na sekundę usunięte z szybkiej ścieżki sprzężenia zwrotnego","Solicitações de conexão TCP/s retiradas do caminho rápido de loopback","Pedidos de ligação TCP/seg. perdidos no caminho rápido de loopback","TCP connect requests/sec fallen off loopback fast path","TCP connect requests/sec fallen off loopback fast path","TCP connect requests/sec fallen off loopback fast path","TCP connect requests/sec fallen off loopback fast path","TCP-anslutningsförfrågningar/sek som fallit från den snabba loopback-vägen","Döngü hızlı yolundan düşen TCP bağlantı istekleri/sn"
"4830","Denied connect or send requests in low-power mode","Počet zamítnutých žádostí o připojení nebo odeslání v režimu s nízkou spotřebou","Forbindelses- eller afsendelsesanmodninger blev nægtet i strømbesparelsestilstand","Abgelehnte Anforderungen zum Verbinden oder Senden im Energiesparmodus","Denied connect or send requests in low-power mode","","","Denied connect or send requests in low-power mode","Yhteys- tai lähetyspyynnöt estettiin virransäästötilassa","Refus de demandes de connexion ou d’envoi en mode faible puissance","Refus de demandes de connexion ou d’envoi en mode faible puissance","Denied connect or send requests in low-power mode","Alacsony energiafelvételű állapotban elutasított csatlakozási vagy küldési kérések","Richieste di connessione o invio negate in modalità basso consumo","Denied connect or send requests in low-power mode","Denied connect or send requests in low-power mode","Avviste tilkoblings- eller sendingsforespørsler i strømsparingsmodus","Geweigerde verbindings- of verzendaanvragen in de energiebesparende modus","Odmowa żądań połączenia lub wysłania w trybie niskiego poboru energii","Solicitações de conexão ou envio negadas no modo de baixa energia","Pedidos de envio ou ligação negados em modo de baixo consumo de energia","Denied connect or send requests in low-power mode","Denied connect or send requests in low-power mode","Denied connect or send requests in low-power mode","Denied connect or send requests in low-power mode","Nekade anslutnings- eller överföringsbegäranden i energisparläge","Düşük güç modunda bağlantı ve gönderme istekleri reddedildi"
"4832","TCP checksum errors","Kontrolní součty protokolu TCP","Fejl i TCP-kontrolsum","TCP-Prüfsummenfehler","TCP checksum errors","","","TCP checksum errors","TCP-tarkistussummavirheet","Erreurs de somme de contrôle TCP","Erreurs de somme de contrôle TCP","TCP checksum errors","TCP-ellenőrzőösszegek","Errori checksum TCP","TCP checksum errors","TCP checksum errors","TCP-kontrollsumfeil","Fouten met TCP-controlesom","Błędy sumy kontrolnej protokołu TCP","Erros de soma de verificação de TCP","Erros de soma de verificação TCP","TCP checksum errors","TCP checksum errors","TCP checksum errors","TCP checksum errors","Kontrollsummefel för TCP","TCP sağlama hataları"
"4834","TCP timeouts","Časové limity protokolu TCP","TCP-timeouts","TCP-Zeitüberschreitungen","TCP timeouts","","","TCP timeouts","TCP-aikakatkaisut","Délais d’expiration TCP","Délais d’expiration TCP","TCP timeouts","TCP – időtúllépések","Timeout TCP","TCP timeouts","TCP timeouts","TCP-tidsavbrudd","TCP-time-outs","Upłynięcia limitu czasu protokołu TCP","TCP timeouts","Tempos limite de TCP","TCP timeouts","TCP timeouts","TCP timeouts","TCP timeouts","TCP-timeouter","TCP zaman aşımları"
"4836","RSC segments forwarded via LSO","Segmenty RSC předané prostřednictvím snižování zátěže rozsáhlého odeslání","RSC-segmenter, der er videresendt via LSO","RSC-Segmente über LSO weitergeleitet","RSC segments forwarded via LSO","","","RSC segments forwarded via LSO","LSO:n kautta välitetyt RSC-segmentit","Segments RSC transmis via LSO","Segments RSC transmis via LSO","RSC segments forwarded via LSO","LSO-n keresztül továbbított RSC-szegmensek","Segmenti RSC inoltrati tramite LSO","RSC segments forwarded via LSO","RSC segments forwarded via LSO","RSC-segmenter videresendt via LSO","RSC-segmenten doorgestuurd via LSO","Segmenty RSC przesłane dalej za pośrednictwem funkcji LSO","Segmentos RSC encaminhados via LSO","Segmentos RSC reencaminhados via LSO","RSC segments forwarded via LSO","RSC segments forwarded via LSO","RSC segments forwarded via LSO","RSC segments forwarded via LSO","RSC-segment vidarebefordrade via LSO","LSO aracılığıyla iletilen RSC segmentleri"
